VmhNames,MetNames,MetaNetX,CHEBI,HMDB,SwissLipids,VMH,InChIkey,InChIkey2D
ksi_pre14,"keratan sulfate I biosynthesis, precursor 14",MNXM1548576,,,,ksi_pre14,,
ksi_pre15,"keratan sulfate I biosynthesis, precursor 15",MNXM1548577,,,,ksi_pre15,,
ksi_pre16,"keratan sulfate I biosynthesis, precursor 16",MNXM1548578,,,,ksi_pre16,,
ksi_pre17,"keratan sulfate I biosynthesis, precursor 17",MNXM1548579,,,,ksi_pre17,,
ksi_pre18,"keratan sulfate I biosynthesis, precursor 18",MNXM1548580,,,,ksi_pre18,,
ksi_pre19,"keratan sulfate I biosynthesis, precursor 19",MNXM1548581,,,,ksi_pre19,,
ksi_pre2,"keratan sulfate I biosynthesis, precursor 2",MNXM1548582,,,,ksi_pre2,,
ksi_pre20,"keratan sulfate I biosynthesis, precursor 20",MNXM1548583,,,,ksi_pre20,,
ksi_pre21,"keratan sulfate I biosynthesis, precursor 21",MNXM1548584,,,,ksi_pre21,,
ksi_pre22,"keratan sulfate I biosynthesis, precursor 22",MNXM1548585,,,,ksi_pre22,,
ksi_pre23,"keratan sulfate I biosynthesis, precursor 23",MNXM1548586,,,,ksi_pre23,,
ksi_pre24,"keratan sulfate I biosynthesis, precursor 24",MNXM1548587,,,,ksi_pre24,,
ksi_pre25,"keratan sulfate I biosynthesis, precursor 25",MNXM1548588,,,,ksi_pre25,,
ksi_pre26,"keratan sulfate I biosynthesis, precursor 26",MNXM1548589,,,,ksi_pre26,,
ksi_pre27,"keratan sulfate I biosynthesis, precursor 27",MNXM1548590,,,,ksi_pre27,,
ksi_pre28,"keratan sulfate I biosynthesis, precursor 28",MNXM1548591,,,,ksi_pre28,,
ksi_pre29,"keratan sulfate I biosynthesis, precursor 29",MNXM1548592,,,,ksi_pre29,,
ksi_pre3,"keratan sulfate I biosynthesis, precursor 3",MNXM1548593,,,,ksi_pre3,,
ksi_pre30,"keratan sulfate I biosynthesis, precursor 30",MNXM1548594,,,,ksi_pre30,,
ksi_pre31,"keratan sulfate I biosynthesis, precursor 31",MNXM1548595,,,,ksi_pre31,,
ksi_pre32,"keratan sulfate I biosynthesis, precursor 32",MNXM1548596,,,,ksi_pre32,,
ksi_pre33,"keratan sulfate I biosynthesis, precursor 33",MNXM1548597,,,,ksi_pre33,,
ksi_pre34,"keratan sulfate I biosynthesis, precursor 34",MNXM1548598,,,,ksi_pre34,,
ksi_pre35,"keratan sulfate I biosynthesis, precursor 35",MNXM1548599,,,,ksi_pre35,,
ksi_pre36,"keratan sulfate I biosynthesis, precursor 36",MNXM1548600,,,,ksi_pre36,,
ksi_pre4,"keratan sulfate I biosynthesis, precursor 4",MNXM1548601,,,,ksi_pre4,,
ksi_pre5,"keratan sulfate I biosynthesis, precursor 5",MNXM1548602,,,,ksi_pre5,,
ksi_pre6,"keratan sulfate I biosynthesis, precursor 6",MNXM1548603,,,,ksi_pre6,,
ksi_pre7,"keratan sulfate I biosynthesis, precursor 7",MNXM1548604,,,,ksi_pre7,,
ksi_pre8,"keratan sulfate I biosynthesis, precursor 8",MNXM1548605,,,,ksi_pre8,,
ksi_pre9,"keratan sulfate I biosynthesis, precursor 9",MNXM1548606,,,,ksi_pre9,,
ksii_core2,keratan sulfate II (core 2-linked),MNXM1530180,,,,ksii_core2,KZIRYEGWHBWOCR-RISNUOMVSA-E,KZIRYEGWHBWOCR
ksii_core2_deg1,"keratan sulfate II (core 2-linked), degradation product 1",MNXM1548607,,,,ksii_core2_deg1,,
ksii_core2_deg2,"keratan sulfate II (core 2-linked), degradation product 2",MNXM1548608,,,,ksii_core2_deg2,,
ksii_core2_deg3,"keratan sulfate II (core 2-linked), degradation product 3",MNXM1548609,,,,ksii_core2_deg3,,
ksii_core2_deg4,"keratan sulfate II (core 2-linked), degradation product 4",MNXM1548610,,,,ksii_core2_deg4,,
ksii_core2_deg5,"keratan sulfate II (core 2-linked), degradation product 5",MNXM1548611,,,,ksii_core2_deg5,,
ksii_core2_deg6,"keratan sulfate II (core 2-linked), degradation product 6",MNXM1548612,,,,ksii_core2_deg6,,
ksii_core2_deg7,"keratan sulfate II (core 2-linked), degradation product 7",MNXM1548613,,,,ksii_core2_deg7,,
ksii_core2_deg8,"keratan sulfate II (core 2-linked), degradation product 8",MNXM1548614,,,,ksii_core2_deg8,,
ksii_core2_deg9,"keratan sulfate II (core 2-linked), degradation product 9",MNXM1548615,,,,ksii_core2_deg9,,
ksii_core2_pre1,"keratan sulfate II biosynthesis, precursor 1",MNXM1530181,,,,ksii_core2_pre1,WKSNYUFLWSDNFI-MVLLLSJTSA-K,WKSNYUFLWSDNFI
ksii_core2_pre10,"keratan sulfate II biosynthesis, precursor 10",MNXM1530182,,,,ksii_core2_pre10,OCGVBOWATRVKRL-OVXGWCBSSA-F,OCGVBOWATRVKRL
ksii_core2_pre2,"keratan sulfate II biosynthesis, precursor 2",MNXM1530183,,,,ksii_core2_pre2,NKNWSUJEQUFRSB-ZLUBGLPXSA-K,NKNWSUJEQUFRSB
ksii_core2_pre3,"keratan sulfate II biosynthesis, precursor 3",MNXM1530184,,,,ksii_core2_pre3,UJPSBSHRFPPMAR-HQJVARHKSA-J,UJPSBSHRFPPMAR
ksii_core2_pre4,"keratan sulfate II biosynthesis, precursor 4",MNXM1530185,,,,ksii_core2_pre4,YFMBBQUDUWTGQQ-WGXHDDFVSA-J,YFMBBQUDUWTGQQ
ksii_core2_pre5,"keratan sulfate II biosynthesis, precursor 5",MNXM1530186,,,,ksii_core2_pre5,WDNOYYBUAXUMHQ-YSTAMQPCSA-I,WDNOYYBUAXUMHQ
ksii_core2_pre6,"keratan sulfate II biosynthesis, precursor 6",MNXM1530187,,,,ksii_core2_pre6,RYIXWNUINJMHAF-YKUVNZDUSA-H,RYIXWNUINJMHAF
ksii_core2_pre7,"keratan sulfate II biosynthesis, precursor 7",MNXM1530188,,,,ksii_core2_pre7,LTZHLLXHKDTYGE-NQFOLEKUSA-H,LTZHLLXHKDTYGE
ksii_core2_pre8,"keratan sulfate II biosynthesis, precursor 8",MNXM1530189,,,,ksii_core2_pre8,PSNFDUFCDHNBNK-QQQRWJGISA-G,PSNFDUFCDHNBNK
ksii_core2_pre9,"keratan sulfate II biosynthesis, precursor 9",MNXM1530190,,,,ksii_core2_pre9,KPKMFODNYGVFTP-VOPYSBAJSA-F,KPKMFODNYGVFTP
ksii_core4,keratan sulfate II (core 4-linked),MNXM1530191,,,,ksii_core4,XQHNPXCJXJMXAW-DCONXVJOSA-D,XQHNPXCJXJMXAW
ksii_core4_deg1,"keratan sulfate II (core 4-linked), degradation product 1",MNXM1548616,,,,ksii_core4_deg1,,
ksii_core4_deg2,"keratan sulfate II (core 4-linked), degradation product 2",MNXM1548617,,,,ksii_core4_deg2,,
ksii_core4_deg3,"keratan sulfate II (core 4-linked), degradation product 3",MNXM1548618,,,,ksii_core4_deg3,,
ksii_core4_deg4,"keratan sulfate II (core 4-linked), degradation product 4",MNXM1548619,,,,ksii_core4_deg4,,
ksii_core4_pre1,"keratan sulfate II biosynthesis, precursor 1",MNXM1530192,,,,ksii_core4_pre1,CCGSPUKFYNOQAN-BKGCPCPPSA-L,CCGSPUKFYNOQAN
ksii_core4_pre10,"keratan sulfate II biosynthesis, precursor 10",MNXM1530193,,,,ksii_core4_pre10,YKVNLBFNMSYPCM-KVLVYQLCSA-E,YKVNLBFNMSYPCM
ksii_core4_pre2,"keratan sulfate II boisynthesis, precursor 2",MNXM1530194,,,,ksii_core4_pre2,RPYVORUYSMTBHR-VNQMFSKKSA-J,RPYVORUYSMTBHR
ksii_core4_pre3,"keratan sulfate II biosynthesis, precursor 3",MNXM1530195,,,,ksii_core4_pre3,VTHMJPYPKVEVGE-JXKSDKAVSA-I,VTHMJPYPKVEVGE
ksii_core4_pre4,"keratan sulfate II biosynthesis, precursor 4",MNXM1530196,,,,ksii_core4_pre4,ZKZKFWHRDDVGMV-NBXJXBEFSA-I,ZKZKFWHRDDVGMV
ksii_core4_pre5,"keratan sulfate II biosynthesis, precursor 5",MNXM1530197,,,,ksii_core4_pre5,IWCPFHFQNACLRM-KXIDJSNESA-H,IWCPFHFQNACLRM
ksii_core4_pre6,"keratan sulfate II biosynthesis, precursor 6",MNXM1530198,,,,ksii_core4_pre6,BZNQAKIVTPUUPF-NYCLMENRSA-G,BZNQAKIVTPUUPF
ksii_core4_pre7,"keratan sulfate II biosynthesis, precursor 7",MNXM1530199,,,,ksii_core4_pre7,OMGKBYLVYSMQRL-YLHNTOMPSA-G,OMGKBYLVYSMQRL
ksii_core4_pre8,"keratan sulfate II biosynthesis, precursor 8",MNXM1530200,,,,ksii_core4_pre8,SXILIMNPBRQMPN-ACXQVDIGSA-F,SXILIMNPBRQMPN
ksii_core4_pre9,"keratan sulfate II biosynthesis, precursor 9",MNXM1530201,,,,ksii_core4_pre9,PRSCDZHMYUYBTP-HXOZAPEHSA-E,PRSCDZHMYUYBTP
kynate,kynurenate,MNXM1113,58454,HMDB0000715,,kynate,HCZHHEIFKROPDY-UHFFFAOYSA-M,HCZHHEIFKROPDY
L_dpchrm,L-dopachrome,MNXM1377548,57509,HMDB0001430,,L_dpchrm,VJNCICVKUHKIIV-LURJTMIESA-M,VJNCICVKUHKIIV
L2aadp,L-2-aminoadipate,MNXM1373736,58672,HMDB0000510,,L2aadp,OYIFNHCXNCRBQI-BYPYZUCNSA-M,OYIFNHCXNCRBQI
L2aadp6sa,(S)-2-amino-6-oxohexanoate,MNXM1108541,58321,HMDB0001263,,L2aadp6sa,GFXYTQPNNXGICT-YFKPBYRVSA-N,GFXYTQPNNXGICT
l2fn2m2masn,kynurenate,MNXM1113,58454,HMDB0000715,,kynate,HCZHHEIFKROPDY-UHFFFAOYSA-M,HCZHHEIFKROPDY
l2n2m2mn,"de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)",MNXM1548621,,,,l2n2m2mn,,
l2xser,3-beta-D-Galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein,MNXM1364863,,,,l2xser,,
lac_D,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ
lac_L,(S)-lactate,MNXM1378562,16651,HMDB0000190,,lac_L,JVTAAEKCZFNVCJ-REOHCLBHSA-M,JVTAAEKCZFNVCJ
lald_D,(R)-lactaldehyde,MNXM1378714,17167,HMDB0006458,,lald_D,BSABBBMNWQWLLU-GSVOUGTGSA-N,BSABBBMNWQWLLU
lald_L,(S)-lactaldehyde,MNXM1378715,18041,HMDB0003052,,lald_L,BSABBBMNWQWLLU-VKHMYHEASA-N,BSABBBMNWQWLLU
lanost,lanosterol,MNXM1379404,16521,HMDB0001251,SLM:000000311,lanost,CAHGCLMLTWQZNJ-BQNIITSRSA-N,CAHGCLMLTWQZNJ
lca24g,"Lithocholic acid-24glucuronide, CDCA-24G",MNXM1548626,,,,lca24g,,
lca3g,"Lithocholic acid-3glucuronide, CDCA-3G",MNXM1548627,,,,lca3g,,
lca3s,Lithocholic acid 3-sulfate,MNXM1548628,,,,lca3s,,
lcts,alpha-lactose,MNXM1364986,36219,HMDB0000186,,lcts,GUBGYTABKSRVRQ-XLOQQCSPSA-N,GUBGYTABKSRVRQ
Lcyst,L-cysteate,MNXM507425,58090,HMDB0002757,,Lcyst,XVOYSCVBGLVSOL-REOHCLBHSA-M,XVOYSCVBGLVSOL
Lcystin,L-cystine,MNXM1373167,35491,HMDB0000192,,Lcystin,LEVWYRKDKASIDU-IMJSIDKUSA-N,LEVWYRKDKASIDU
ldl_hs,Low Density Lipoprotein,MNXM1548630,,,,ldl_hs,,
leu_L,L-leucine,MNXM1106761,57427,HMDB0000687,,leu_L,ROHFNLRQFUQHCH-YFKPBYRVSA-N,ROHFNLRQFUQHCH
leualaarg,Leucyl-Alanyl-Arginine,MNXM744763,,,,leualaarg,LJHGALIOHLRRQN-HBNTYKKESA-O,LJHGALIOHLRRQN
leuasnasp,Leucyl-Asparaginyl-Aspartate,MNXM744764,,,,leuasnasp,VCSBGUACOYUIGD-HRDYMLBCSA-M,VCSBGUACOYUIGD
leuasplys,Leucyl-Aspartyl-Lysine,MNXM744765,,,,leuasplys,MYGQXVYRZMKRDB-UTUOFQBUSA-N,MYGQXVYRZMKRDB
leugly,Leu-Gly,MNXM1377858,74534,,,leugly,LESXFEZIFXFIQR-LURJTMIESA-N,LESXFEZIFXFIQR
leuktrA4,leukotriene A4,MNXM1379336,57463,HMDB0001337,SLM:000000970,leuktrA4,UFPQIRYSPUYQHK-WAQVJNLQSA-M,UFPQIRYSPUYQHK
leuktrB4,leukotriene B4,MNXM1372550,57461,HMDB0001085,SLM:000000915,leuktrB4,VNYSSYRCGWBHLG-AMOLWHMGSA-M,VNYSSYRCGWBHLG
leuktrB4wcooh,W-carboxy leukotriene B4,MNXM22450,,,,leuktrB4wcooh,SXWGPVJGNOLNHT-DZLHYERWSA-L,SXWGPVJGNOLNHT
leuktrB4woh,20-hydroxy-leukotriene B4,MNXM1377748,57460,HMDB0001509,SLM:000390029,C04853,PTJFJXLGRSTECQ-PSPARDEHSA-M,PTJFJXLGRSTECQ
leuktrC4,leukotriene C4(2-),MNXM1530202,,,,leuktrC4,GWNVDXQDILPJIG-ISQRGXDUSA-L,GWNVDXQDILPJIG
leuktrD4,Leukotriene D4,MNXM1530203,,,,leuktrD4,YEESKJGWJFYOOK-QLXUYSGYSA-M,YEESKJGWJFYOOK
leuktrE4,leukotriene E4,MNXM162503,57462,HMDB0002200,SLM:000501337,leuktrE4,OTZRAYGBFWZKMX-FRFVZSDQSA-M,OTZRAYGBFWZKMX
leuktrF4,leukotriene F4,MNXM738698,133618,HMDB0004414,SLM:000597644,leuktrF4,PYSODLWHFWCFLV-VJBFNVCUSA-L,PYSODLWHFWCFLV
leuleu,Leucyl-leucine,MNXM1378219,6418,HMDB0254039,,leuleu,LCPYQJIKPJDLLB-UHFFFAOYSA-N,LCPYQJIKPJDLLB
leuleutrp,Leucyl-Leucyl-Tryptophan,MNXM1530204,,,,leuleutrp,FOBUGKUBUJOWAD-UHFFFAOYSA-N,FOBUGKUBUJOWAD
leupro,Leucyl-Proline,MNXM1379564,181839,,,leupro,VTJUNIYRYIAIHF-RKDXNWHRSA-N,VTJUNIYRYIAIHF
leuproarg,Leucyl-Prolyl-Arginine,MNXM1530205,,,,leuproarg,QMKFDEUJGYNFMC-UHFFFAOYSA-O,QMKFDEUJGYNFMC
leusertrp,Leu-Ser-Trp,MNXM744769,159514,,,leusertrp,HWMQRQIFVGEAPH-XIRDDKMYSA-N,HWMQRQIFVGEAPH
leutrp,Leucyl-Tryptophan,MNXM744770,,,,leutrp,BQVUABVGYYSDCJ-HIFRSBDPSA-N,BQVUABVGYYSDCJ
leutrparg,Leucyl-Tryptophanyl-Arginine,MNXM1530206,,,,leutrparg,IDGRADDMTTWOQC-UHFFFAOYSA-O,IDGRADDMTTWOQC
leutyrtyr,Leucyl-Tyrosyl-Tyrosine,MNXM1530207,,,,leutyrtyr,YIRIDPUGZKHMHT-UHFFFAOYSA-N,YIRIDPUGZKHMHT
leuval,Leucyl-Valine,MNXM744773,,,,leuval,MDSUKZSLOATHMH-BDAKNGLRSA-N,MDSUKZSLOATHMH
Lfmkynr,N-formyl-L-kynurenine,MNXM1377893,58629,HMDB0060485,,Lfmkynr,BYHJHXPTQMMKCA-QMMMGPOBSA-N,BYHJHXPTQMMKCA
lgnc,tetracosanoate,MNXM3297,31014,HMDB0002003,SLM:000000414,lgnc,QZZGJDVWLFXDLK-UHFFFAOYSA-M,QZZGJDVWLFXDLK
lgnccrn,Lignoceryl carnitine,MNXM8842,,,,lgnccrn,WMMCQGKGLKWABC-SSEXGKCCSA-O,WMMCQGKGLKWABC
lgt_S,(R)-S-lactoylglutathione,MNXM1093274,57474,HMDB0001066,,lgt_S,VDYDCVUWILIYQF-CSMHCCOUSA-M,VDYDCVUWILIYQF
Lhcystin,"L,L-homocystine",MNXM734834,140613,HMDB0000575,,Lhcystin,ZTVZLYBCZNMWCF-WDSKDSINSA-N,ZTVZLYBCZNMWCF
limnen,(4S)-limonene,MNXM1380084,15383,HMDB0004321,,limnen,XMGQYMWWDOXHJM-SNVBAGLBSA-N,XMGQYMWWDOXHJM
lineth,"N-(9Z,12Z-octadecadienoyl)-ethanolamine",MNXM60186,64032,HMDB0012252,SLM:000000406,lineth,KQXDGUVSAAQARU-HZJYTTRNSA-N,KQXDGUVSAAQARU
lipoate,(R)-lipoate,MNXM1378130,83088,HMDB0001451,,lipoate,AGBQKNBQESQNJD-SSDOTTSWSA-M,AGBQKNBQESQNJD
Lkynr,L-kynurenine,MNXM733142,57959,HMDB0000183,,Lkynr,YGPSJZOEDVAXAB-QMMMGPOBSA-N,YGPSJZOEDVAXAB
lneldc,linoelaidic acid,MNXM1108070,75108,HMDB0006270,,lneldc,OYHQOLUKZRVURQ-AVQMFFATSA-N,OYHQOLUKZRVURQ
lneldcACP,linoelaidic acid ACP (all trans),MNXM1548642,,,,lneldcACP,,
lneldccoa,linoelaidyl coenzyme A,MNXM1530209,,,,lneldccoa,YECLLIMZHNYFCK-UHFFFAOYSA-J,YECLLIMZHNYFCK
lneldccrn,O-linoelaidylcarnitine,MNXM1381125,72715,,,lneldccrn,MJLXQSQYKZWZCB-OKLKQMLOSA-N,MJLXQSQYKZWZCB
lnlc,"(9Z,12Z)-octadecadienoate",MNXM1108069,30245,HMDB0000673,SLM:000000407,lnlc,OYHQOLUKZRVURQ-HZJYTTRNSA-M,OYHQOLUKZRVURQ
lnlcACP,linoleic acid ACP (all cis),MNXM1382325,,,,lnlcACP,,
lnlccoa,"(9Z,12Z)-octadecadienoyl-CoA",MNXM735506,57383,HMDB0001064,SLM:000000493,lnlccoa,YECLLIMZHNYFCK-RRNJGNTNSA-J,YECLLIMZHNYFCK
lnlccrn,O-linoleyl-L-carnitine,MNXM8847,84098,HMDB0006469,,lnlccrn,MJLXQSQYKZWZCB-DQFWFXSYSA-N,MJLXQSQYKZWZCB
lnlnca,"(9Z,12Z,15Z)-octadecatrienoate",MNXM1108303,32387,HMDB0001388,SLM:000001101,lnlnca,DTOSIQBPPRVQHS-PDBXOOCHSA-M,DTOSIQBPPRVQHS
lnlncacoa,"(9Z,12Z,15Z)-octadecatrienoyl-CoA",MNXM1104785,74034,,SLM:000000737,lnlncacoa,OMKFKBGZHNJNEX-PQBHNYBOSA-J,OMKFKBGZHNJNEX
lnlncacrn,Alpha-Linolenyl carnitine,MNXM1380995,185041,,,lnlncacrn,DFVGGGHKDAHYIU-UHMZJXMFSA-N,DFVGGGHKDAHYIU
lnlncg,"(6Z,9Z,12Z)-octadecatrienoate",MNXM3995,32391,HMDB0003073,SLM:000001103,lnlncg,VZCCETWTMQHEPK-QNEBEIHSSA-M,VZCCETWTMQHEPK
lnlncgcoa,"(6Z,9Z,12Z)-octadecatrienoyl-CoA",MNXM1104071,57363,HMDB0006368,SLM:000000489,lnlncgcoa,XZQYPTBYQYZGRU-FHDVEODPSA-J,XZQYPTBYQYZGRU
lnlncgcrn,gamma-Linolenyl carnitine,MNXM1380641,165634,,,lnlncgcrn,VDPMHVILMVSAQX-BAHSRKMSSA-N,VDPMHVILMVSAQX
lpam,(R)-lipoamide,MNXM1024,83094,HMDB0000962,,lpam,FCCDDURTIIUXBY-SSDOTTSWSA-N,FCCDDURTIIUXBY
lpchol_hs,Lysophosphatidylcholine (homo sapiens),MNXM1108001,,,,lpchol_hs,,
Lpipecol,L-pipecolate,MNXM1375946,61185,HMDB0000070,,Lpipecol,HXEACLLIILLPRG-YFKPBYRVSA-N,HXEACLLIILLPRG
lpro,Enzyme N6-(lipoyl)lysine,MNXM741247,80218,,,lpro,,
lst4exp,EXP 3174,MNXM1108320,,,,lst4exp,HQSBAAGFIFVNQK-UHFFFAOYSA-L,HQSBAAGFIFVNQK
lstn,losartan,MNXM1108372,6541,HMDB0014816,,lstn,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,PSIFNNKUMBGKDQ
lstn1gluc,Losartan-N1-glucuronide,MNXM744774,,,,lstn1gluc,OVOPSQNVVWGEQG-UHFFFAOYSA-N,OVOPSQNVVWGEQG
lstnm1,Losartan-M1,MNXM1530210,,,,lstnm1,NBMRCIAVRVYKEI-UHFFFAOYSA-N,NBMRCIAVRVYKEI
lstnm2,Losartan-M2,MNXM1530211,,,,lstnm2,LMXJISFIKSRRDT-UHFFFAOYSA-N,LMXJISFIKSRRDT
lstnm4,Losartan-M4 (glucuronide derivative),MNXM744777,,,,lstnm4,DJLRILXQOYOKRK-UHFFFAOYSA-N,DJLRILXQOYOKRK
lstnm5,Losartan-M5,MNXM1530212,,,,lstnm5,URHUYQOHKMZUNT-UHFFFAOYSA-N,URHUYQOHKMZUNT
lstnm7,losartan-2-N-beta-D-glucuronide,MNXM127424,149507,HMDB0013847,,lstnm7,NGFMQMUIOUSHGR-RTCYWULBSA-M,NGFMQMUIOUSHGR
lthstrl,lathosterol,MNXM810,17168,HMDB0001170,SLM:000000193,lthstrl,IZVFFXVYBHFIHY-SKCNUYALSA-N,IZVFFXVYBHFIHY
lum3,lumisterol 3,MNXM19109,166836,HMDB0006505,,lum3,UCTLRSWJYQTBFZ-XMVWLVNMSA-N,UCTLRSWJYQTBFZ
lvst,lovastatin,MNXM60387,40303,HMDB0014372,,lvst,PCZOHLXUXFIOCF-BXMDZJJMSA-N,PCZOHLXUXFIOCF
lvstacid,lovastatin-hydroxyacid form,MNXM1381646,,,,lvstacid,HVNPYUAENVOWDV-UHFFFAOYSA-N,HVNPYUAENVOWDV
lxser,lovastatin,MNXM60387,40303,HMDB0014372,,lvst,PCZOHLXUXFIOCF-BXMDZJJMSA-N,PCZOHLXUXFIOCF
lys_L,L-lysine,MNXM1365621,32551,HMDB0000182,,lys_L,KDXKERNSBIXSRK-YFKPBYRVSA-O,KDXKERNSBIXSRK
lysargleu,Lysyl-Arginyl-Leucine,MNXM1530213,,,,lysargleu,YNNPKXBBRZVIRX-UHFFFAOYSA-M,YNNPKXBBRZVIRX
lyscyshis,Lysyl-Cysteinyl-Histidine,MNXM744782,,,,lyscyshis,QQYRCUXKLDGCQN-UTUOFQBUSA-O,QQYRCUXKLDGCQN
lysglnphe,Lysyl-Glutaminyl-Phenylalanine,MNXM1530214,,,,lysglnphe,PGBPWPTUOSCNLE-UHFFFAOYSA-O,PGBPWPTUOSCNLE
lysgluglu,Lysyl-Glutamyl-Glutamate,MNXM1530215,,,,lysgluglu,SKVPAQVHAQGTIJ-UHFFFAOYSA-L,SKVPAQVHAQGTIJ
lyslyslys,l-lysyl-l-lysyl-l-lysine,MNXM1480753,,HMDB0253899,,lyslyslys,WBSCNDJQPKSPII-UHFFFAOYSA-N,WBSCNDJQPKSPII
lyspheile,Lysyl-Phenylalanyl-Isoleucine,MNXM1530216,,,,lyspheile,LMGNWHDWJDIOPK-UHFFFAOYSA-O,LMGNWHDWJDIOPK
lystrparg,Lys-Trp-Arg,MNXM744787,160336,,,lystrparg,RYOLKFYZBHMYFW-WDSOQIARSA-N,RYOLKFYZBHMYFW
lystyrile,Lysyl-Tyrosyl-Isoleucine,MNXM1530217,,,,lystyrile,IMDJSVBFQKDDEQ-UHFFFAOYSA-O,IMDJSVBFQKDDEQ
lysvalphe,Lys-Val-Phe,MNXM744789,160438,,,lysvalphe,TXTZMVNJIRZABH-ULQDDVLXSA-N,TXTZMVNJIRZABH
lysvaltrp,Lysyl-Valyl-Tryptophan,MNXM1530218,,,,lysvaltrp,XBAJINCXDBTJRH-UHFFFAOYSA-O,XBAJINCXDBTJRH
lyxnt,L-lyxonate,MNXM1365203,145753,HMDB0060255,,lyxnt,QXKAIJAYHKCRRA-PZGQECOJSA-M,QXKAIJAYHKCRRA
m_em_3gacpail,mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A),MNXM1548681,,,,m_em_3gacpail,,
m_em_3gacpail_hs,mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)),MNXM1548682,,,,m_em_3gacpail_hs,,
m_em_3gacpail_prot_hs,mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol-Protein (M4A),MNXM1548683,,,,m_em_3gacpail_prot_hs,,
M00003,(10Z)-heptadecenoic acid,MNXM727337,75094,HMDB0060038,SLM:000001097,M00003,GDTXICBNEOEPAZ-FPLPWBNLSA-N,GDTXICBNEOEPAZ
M00004,10Z-heptadecenoyl-CoA,MNXM729138,,HMDB0062213,,M00004,KFMWWNZRDBMYES-UHFFFAOYSA-N,KFMWWNZRDBMYES
M00005,"11R-hydroperoxy-(5Z,8Z,12E,14Z)-eicosatetraenoate",MNXM1094912,82628,HMDB0004696,SLM:000389761,CE5537,PCGWZQXAGFGRTQ-WXMXURGXSA-M,PCGWZQXAGFGRTQ
M00006,(11Z)-docos-11-enoyl-CoA,MNXM1524500,,HMDB0301375,,M00006,NHZRWTQFSQTCJG-UHFFFAOYSA-N,NHZRWTQFSQTCJG
M00008,"11(Z),14(Z)-Eicosadienoic acid",MNXM1365635,194379,,,M00008,XSXIVVZCUAHUJO-AVQMFFATSA-N,XSXIVVZCUAHUJO
M00010,"(11Z,14Z,17Z)-eicosatrienoate",MNXM1108488,77223,HMDB0060039,SLM:000001108,M00010,AHANXAKGNAKFSK-PDBXOOCHSA-M,AHANXAKGNAKFSK
M00011,"(11Z,14Z,17Z)-Icosa-11,14,17-trienoylcarnitine",MNXM1475303,,HMDB0241582,,M00011,SRNPFTYGRLBDNK-UHFFFAOYSA-N,SRNPFTYGRLBDNK
M00012,"(11Z,14Z,17Z)-eicosatrienoyl-CoA",MNXM1364876,74328,,SLM:000000776,M00012,BVBYYRVLCDMZNJ-UBQHHBPXSA-J,BVBYYRVLCDMZNJ
M00017,(Z)-icos-13-enoic acid,MNXM24465,134479,HMDB0035159,,M00017,URXZXNYJPAJJOQ-FPLPWBNLSA-N,URXZXNYJPAJJOQ
M00018,(13Z)-eicosenoyl-CoA,MNXM146661,76563,,,M00018,UZVWVONIQVFUPF-VNNCJAHTSA-J,UZVWVONIQVFUPF
M00019,(13Z)-octadecenoic acid,MNXM733574,82617,HMDB0041480,SLM:000389146,M00019,BDLLSHRIFPDGQB-WAYWQWQTSA-N,BDLLSHRIFPDGQB
M00020,(13Z)-octadec-13-enoyl-CoA,MNXM1524437,,HMDB0301310,,M00020,HGOXBQJVFQHNGS-UHFFFAOYSA-N,HGOXBQJVFQHNGS
M00021,"(13Z,16Z)-docosadienoic acid",MNXM1366242,75117,HMDB0061714,SLM:000001120,M00021,HVGRZDASOHMCSK-HZJYTTRNSA-N,HVGRZDASOHMCSK
M00022,"13Z,16Z-Docosadienoylcarnitine",MNXM1529976,,,,M00022,LDIMXAXYWUCEAM-UHFFFAOYSA-N,LDIMXAXYWUCEAM
M00023,"(13Z,16Z)-Docosadienoyl-CoA",MNXM1365015,,HMDB0062220,,M00023,ZLXWEKYVHIYDIY-HCUKIJCOSA-N,ZLXWEKYVHIYDIY
M00030,"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",MNXM13488,82558,HMDB0062223,,CN0023,SZIWZGXOWBSPTO-ZGXWSNOMSA-N,SZIWZGXOWBSPTO
M00031,"(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene",MNXM1103737,33995,HMDB0060300,,M00031,HBBDHJOSZGOTBV-OIPACUDHSA-N,HBBDHJOSZGOTBV
