Name,AlternativeNames,DiseaseAbbreviation,Treatable_,PrevalenceSource,ModeofInheritance,IEMNosologyCode,OMIM,GeneSymbol,ProteinName,HGNCGeneSymbol,NCBIGene,GeneCards,UniProt,KEGG,EstimatedPatientNumber,TestPanel,TestPanelGroup,MetaboliteName,SampleType,Highlighted,IEMbaseHMDB,InterpretedNames,MetaNetX,CHEBI,HMDB,SwissLipids,VMH,InChIkey,InChIkey2D,Neonatal_birth_1mth_,Infancy_1_18mths_,Childhood_1_5_11yrs_,Adolescence_11_16yrs_,Adulthood__16yrs_,Lab3Global,Lab3Targeted,Lab4Global,Lab4Targeted,Lab5Global,Lab5Targeted,Lab1Targeted,Lab1Global,Lab2Targeted,Lab2Global,Lab6Targeted,Lab7Global,Lab6Global,icimdGene,VMHGene,VMHMetabolite,recon4IMDsampleType,anyTargetedPlatform,anyGlobalPlatform,modellable,feasible,feasiblityScore
Glucose-6-phosphate isomerase deficiency,"Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency",MRT42,unknown,ORPHA,Autosomal Recessive,IEM0379,615802,GPI,Glycosylphosphatidylinositol (GPI) deacylase,GPI,,GPI,,,15 - 20,Routine tests,Routine tests,Osmotic fragility,Endocervical Cells,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Glucose-6-phosphate isomerase deficiency,"Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency",MRT42,unknown,ORPHA,Autosomal Recessive,IEM0379,615802,GPI,Glycosylphosphatidylinositol (GPI) deacylase,GPI,,GPI,,,15 - 20,Routine tests,Routine tests,Oxidative burst,Lc,0,,,,,,,,,,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Glucose-6-phosphate isomerase deficiency,"Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency",MRT42,unknown,ORPHA,Autosomal Recessive,IEM0379,615802,GPI,Glycosylphosphatidylinositol (GPI) deacylase,GPI,,GPI,,,15 - 20,Routine tests,Routine tests,Reticulocytes,Blood,0,,,,,,,,,,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Pyruvate kinase deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0386,266200,PKLR,Pyruvate kinase,PKLR,,PKLR,,,15 - 20,Enzyme testing,Enzyme testing,Pyruvate kinase,Endocervical Cells,0,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Pyruvate kinase deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0386,266200,PKLR,Pyruvate kinase,PKLR,,PKLR,,,15 - 20,Routine tests,Routine tests,"Bilirubin, unconjugated",Plasma,0,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Pyruvate kinase deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0386,266200,PKLR,Pyruvate kinase,PKLR,,PKLR,,,15 - 20,Routine tests,Routine tests,Ferritin,Serum,0,HMDBP08672HMDBP02077HMDBP00470,,,,,,,,,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Pyruvate kinase deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0386,266200,PKLR,Pyruvate kinase,PKLR,,PKLR,,,15 - 20,Routine tests,Routine tests,Hemoglobin,Blood,0,,,,,,,,,,-5,-5,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Pyruvate kinase deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0386,266200,PKLR,Pyruvate kinase,PKLR,,PKLR,,,15 - 20,Routine tests,Routine tests,Mean corpuscular volume,MCV,0,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Pyruvate kinase deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0386,266200,PKLR,Pyruvate kinase,PKLR,,PKLR,,,15 - 20,Routine tests,Routine tests,Osmotic fragility,Endocervical Cells,0,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Pyruvate kinase deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0386,266200,PKLR,Pyruvate kinase,PKLR,,PKLR,,,15 - 20,Routine tests,Routine tests,Reticulocytes,Blood,0,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Lactate dehydrogenase B deficiency,,,unknown,,"Autosomal Dominant, Autosomal Recessive",IEM0388,614128,LDHB,Lactate dehydrogenase B,LDHB,,LDHB,,,15 - 20,Enzyme testing,Enzyme testing,"Lactate dehydrogenase, LDH",Plasma,0,,,,,,,,,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Lactate dehydrogenase B deficiency,,,unknown,,"Autosomal Dominant, Autosomal Recessive",IEM0388,614128,LDHB,Lactate dehydrogenase B,LDHB,,LDHB,,,15 - 20,Specific tests,Specific tests,Myoglobin,Urine,0,HMDBP02370,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Mitochondrial pyruvate carrier deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0394,614741,MPC1,Mitochondrial pyruvate carrier,MPC1,,MPC1,,,15 - 20,Organic acids,Organic acids,3-Hydroxybutyric acid,Urine,0,HMDB0000357,(R)-3-hydroxybutanoate,MNXM1365178,10983,HMDB0000011,,bhb,WHBMMWSBFZVSSR-GSVOUGTGSA-M,WHBMMWSBFZVSSR,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0.5,1,1,4.5
Mitochondrial pyruvate carrier deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0394,614741,MPC1,Mitochondrial pyruvate carrier,MPC1,,MPC1,,,15 - 20,Organic acids,Organic acids,4-Hydroxyphenyllactate,Urine,0,HMDB00755,(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate,MNXM988,10980,HMDB0000755,,34hpl,JVGVDSSUAVXRDY-MRVPVSSYSA-M,JVGVDSSUAVXRDY,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0.5,1,1,4.5
Mitochondrial pyruvate carrier deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0394,614741,MPC1,Mitochondrial pyruvate carrier,MPC1,,MPC1,,,15 - 20,Organic acids,Organic acids,4-Hydroxyphenylpyruvate,Urine,0,HMDB00707,3-(4-hydroxyphenyl)pyruvate,MNXM153,15999,HMDB0000707,,34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M,KKADPXVIOXHVKN,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0.5,1,1,4.5
Mitochondrial pyruvate carrier deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0394,614741,MPC1,Mitochondrial pyruvate carrier,MPC1,,MPC1,,,15 - 20,Organic acids,Organic acids,Alpha-ketoglutarate,Urine,0,HMDB0062781,2-oxoglutarate,MNXM1373425,16810,HMDB0000208,SLM:000389931,akg,KPGXRSRHYNQIFN-UHFFFAOYSA-L,KPGXRSRHYNQIFN,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0.5,1,1,4.5
Mitochondrial pyruvate carrier deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0394,614741,MPC1,Mitochondrial pyruvate carrier,MPC1,,MPC1,,,15 - 20,Routine tests,Polyols,Glucose,Plasma,0,HMDB0000122,beta-D-glucose,MNXM1364512,15903,HMDB0000122,,M01388,WQZGKKKJIJFFOK-VFUOTHLCSA-N,WQZGKKKJIJFFOK,-1,-1,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,4
Mitochondrial pyruvate carrier deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0394,614741,MPC1,Mitochondrial pyruvate carrier,MPC1,,MPC1,,,15 - 20,Routine tests,Organic acids,Lactate,Plasma,0,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.5,1,1,4.5
Mitochondrial pyruvate carrier deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0394,614741,MPC1,Mitochondrial pyruvate carrier,MPC1,,MPC1,,,15 - 20,Routine tests,Organic acids,Lactate/Pyruvate ratio,,0,HMDB0001311HMDB0000243,"(R)-lactate,pyruvate","MNXM1378561,MNXM23","16004,15361","HMDB0000171,HMDB0000243",SLM:000000404,"lac_D,pyr","JVTAAEKCZFNVCJ-UWTATZPHSA-M,LCTONWCANYUPML-UHFFFAOYSA-M","JVTAAEKCZFNVCJ,LCTONWCANYUPML,",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,1,1,4.5
Mitochondrial pyruvate carrier deficiency,,,unknown,ORPHA,Autosomal Recessive,IEM0394,614741,MPC1,Mitochondrial pyruvate carrier,MPC1,,MPC1,,,15 - 20,Routine tests,Organic acids,Pyruvate,Plasma,0,HMDB00243,pyruvate,MNXM23,15361,HMDB0000243,SLM:000000404,pyr,LCTONWCANYUPML-UHFFFAOYSA-M,LCTONWCANYUPML,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0.5,1,1,4.5
Pyruvate dehydrogenase kinase isoenzyme 3 superactivity,"Charcot-Marie-Tooth disease, X-linked dominant, 6",CMTX6,unknown,ORPHA,X-linked,IEM0395,300905,PDK3,Pyruvate dehydrogenase (PDH) kinase 3,PDK3,,PDK3,,,15 - 20,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Mitochondrial aconitase deficiency,Infantile cerebellar-retinal degeneration,ICRD,unknown,ORPHA,Autosomal Recessive,IEM0396,614559,ACO2,Aconitase,ACO2,,ACO2,,,15 - 20,Functional testing,Functional testing,Glutamate oxidation,FB,0,,,,,,,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Mitochondrial aconitase deficiency,Infantile cerebellar-retinal degeneration,ICRD,unknown,ORPHA,Autosomal Recessive,IEM0396,614559,ACO2,Aconitase,ACO2,,ACO2,,,15 - 20,Routine tests,Polyols,Glucose,Plasma,0,HMDB0000122,beta-D-glucose,MNXM1364512,15903,HMDB0000122,,M01388,WQZGKKKJIJFFOK-VFUOTHLCSA-N,WQZGKKKJIJFFOK,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,4
Mitochondrial aconitase deficiency,Infantile cerebellar-retinal degeneration,ICRD,unknown,ORPHA,Autosomal Recessive,IEM0396,614559,ACO2,Aconitase,ACO2,,ACO2,,,15 - 20,Routine tests,Organic acids,Lactate,Plasma,0,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,0,0.5,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.5,1,1,4.5
Mitochondrial NADPH-dependent isocitrate dehydrogenase 3 β subunit deficiency,Retinitis pigmentosa 46,RP46,unknown,ORPHA,Autosomal Recessive,IEM0398,612572,IDH3B,Isocitrate dehydrogenase 3 β subunit,IDH3B,,IDH3B,,,15 - 20,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Mitochondrial malate dehydrogenase deficiency,Early infantile epileptic encephalopathy type 51,EIEE51,unknown,ORPHA,Autosomal Recessive,IEM0403,617339,MDH2,Malate dehydrogenase 2,MDH2,,MDH2,,,15 - 20,Organic acids,Organic acids,Fumaric acid,Urine,1,HMDB00134,fumarate,MNXM737340,18012,HMDB0000134,SLM:000389686,fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L,VZCYOOQTPOCHFL,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.5,1,1,4.5
Mitochondrial malate dehydrogenase deficiency,Early infantile epileptic encephalopathy type 51,EIEE51,unknown,ORPHA,Autosomal Recessive,IEM0403,617339,MDH2,Malate dehydrogenase 2,MDH2,,MDH2,,,15 - 20,Organic acids,Organic acids,Malic acid,Urine,1,HMDB0000744,(S)-malate,MNXM1365772,15589,HMDB0000156,SLM:000598036,mal_L,BJEPYKJPYRNKOW-REOHCLBHSA-L,BJEPYKJPYRNKOW,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0.5,1,1,4.5
Mitochondrial malate dehydrogenase deficiency,Early infantile epileptic encephalopathy type 51,EIEE51,unknown,,Autosomal Recessive,IEM0403,617339,MDH2,Malate dehydrogenase 2,MDH2,,MDH2,,,15 - 20,Routine tests,Organic acids,Lactate,Cerebrospinal Fluid,1,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,2,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0.5,1,0,3.5
Mitochondrial malate dehydrogenase deficiency,Early infantile epileptic encephalopathy type 51,EIEE51,unknown,ORPHA,Autosomal Recessive,IEM0403,617339,MDH2,Malate dehydrogenase 2,MDH2,,MDH2,,,15 - 20,Routine tests,Organic acids,Lactate,Plasma,1,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,2,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.5,1,1,4.5
Adenine nucleotide translocator deficiency AR,Mitochondrial DNA depletion syndrome type 12 (cardiomyopathic type),,unknown,,Autosomal Recessive,IEM0406,615418,SLC25A4,"Adenine nucleotid, translocator 1",SLC25A4,,SLC25A4,,,15 - 20,DNA testing,DNA testing,Mitochondrial DNA,Mu,1,,,,,,,,,,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Adenine nucleotide translocator deficiency AR,Mitochondrial DNA depletion syndrome type 12 (cardiomyopathic type),,unknown,,Autosomal Recessive,IEM0406,615418,SLC25A4,"Adenine nucleotid, translocator 1",SLC25A4,,SLC25A4,,,15 - 20,Routine tests,Organic acids,Lactate,Cerebrospinal Fluid,1,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0.5,1,0,3.5
Adenine nucleotide translocator deficiency AR,Mitochondrial DNA depletion syndrome type 12 (cardiomyopathic type),,unknown,ORPHA,Autosomal Recessive,IEM0406,615418,SLC25A4,"Adenine nucleotid, translocator 1",SLC25A4,,SLC25A4,,,15 - 20,Routine tests,Organic acids,Lactate,Plasma,1,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,3,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.5,1,1,4.5
Cytosolic glycerol-3-phosphate dehydrogenase deficiency,Transient infantile hypertriglyceridemia,HTGTI,unknown,ORPHA,Autosomal Recessive,IEM0409,614480,GPD1,Glycerol-3-phosphate dehydrogenase,GPD1,,GPD1,,,15 - 20,Enzyme testing,Enzyme testing,ASAT/ALAT,Plasma,0,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Cytosolic glycerol-3-phosphate dehydrogenase deficiency,Transient infantile hypertriglyceridemia,HTGTI,unknown,ORPHA,Autosomal Recessive,IEM0409,614480,GPD1,Glycerol-3-phosphate dehydrogenase,GPD1,,GPD1,,,15 - 20,Organic acids,Organic acids,C6-C10 Dicarboxylic acids,Urine,0,HMDB00691,malonate,MNXM730881,15792,HMDB0000691,SLM:000000866,HC00319,OFOBLEOULBTSOW-UHFFFAOYSA-L,OFOBLEOULBTSOW,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.5,1,1,4.5
Cytosolic glycerol-3-phosphate dehydrogenase deficiency,Transient infantile hypertriglyceridemia,HTGTI,unknown,ORPHA,Autosomal Recessive,IEM0409,614480,GPD1,Glycerol-3-phosphate dehydrogenase,GPD1,,GPD1,,,15 - 20,Routine tests,Routine tests,Cholesterol,Plasma,0,HMDB00067,cholesterol,MNXM1140352,140435,HMDB0000067,SLM:000000287,M01511,HVYWMOMLDIMFJA-DPAQBDIFSA-N,HVYWMOMLDIMFJA,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,4
Cytosolic glycerol-3-phosphate dehydrogenase deficiency,Transient infantile hypertriglyceridemia,HTGTI,unknown,ORPHA,Autosomal Recessive,IEM0409,614480,GPD1,Glycerol-3-phosphate dehydrogenase,GPD1,,GPD1,,,15 - 20,Routine tests,Routine tests,Triglyceride,Plasma,0,,a triacylglycerol,MNXM732992,17855,,SLM:000000400,,,,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3
Cytosolic glycerol-3-phosphate dehydrogenase deficiency,Transient infantile hypertriglyceridemia,HTGTI,unknown,ORPHA,Autosomal Recessive,IEM0409,614480,GPD1,Glycerol-3-phosphate dehydrogenase,GPD1,,GPD1,,,15 - 20,Specific tests,Specific tests,Lipoprotein,plasma,0,,,,,,,,,,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Mitochondrial citrate carrier deficiency,Combined D-2- and L-2-hydroxyglutaric aciduria,D2L2AD,unknown,ORPHA,Autosomal Recessive,IEM0411,615182,SLC25A1,Mitochondrial tricarboxylate transporter,SLC25A1,,SLC25A1,,,15 - 20,Organic acids,Organic acids,2-Ketoglutarate,Urine,0,HMDB00208,2-oxoglutarate,MNXM1373425,16810,HMDB0000208,SLM:000389931,akg,KPGXRSRHYNQIFN-UHFFFAOYSA-L,KPGXRSRHYNQIFN,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0.5,1,1,4.5
Mitochondrial citrate carrier deficiency,Combined D-2- and L-2-hydroxyglutaric aciduria,D2L2AD,unknown,,Autosomal Recessive,IEM0411,615182,SLC25A1,Mitochondrial tricarboxylate transporter,SLC25A1,,SLC25A1,,,15 - 20,Organic acids,Organic acids,D-2-Hydroxyglutaric acid,Cerebrospinal Fluid,0,HMDB00606,(R)-2-hydroxyglutarate,MNXM1364406,15801,HMDB0000606,,r2hglu,HWXBTNAVRSUOJR-GSVOUGTGSA-L,HWXBTNAVRSUOJR,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0.5,0,0,2.5
Mitochondrial citrate carrier deficiency,Combined D-2- and L-2-hydroxyglutaric aciduria,D2L2AD,unknown,,Autosomal Recessive,IEM0411,615182,SLC25A1,Mitochondrial tricarboxylate transporter,SLC25A1,,SLC25A1,,,15 - 20,Organic acids,Organic acids,D-2-Hydroxyglutaric acid,Plasma,0,HMDB00606,(R)-2-hydroxyglutarate,MNXM1364406,15801,HMDB0000606,,r2hglu,HWXBTNAVRSUOJR-GSVOUGTGSA-L,HWXBTNAVRSUOJR,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Mitochondrial citrate carrier deficiency,Combined D-2- and L-2-hydroxyglutaric aciduria,D2L2AD,unknown,,Autosomal Recessive,IEM0411,615182,SLC25A1,Mitochondrial tricarboxylate transporter,SLC25A1,,SLC25A1,,,15 - 20,Organic acids,Organic acids,D-2-Hydroxyglutaric acid,Urine,0,HMDB00606,(R)-2-hydroxyglutarate,MNXM1364406,15801,HMDB0000606,,r2hglu,HWXBTNAVRSUOJR-GSVOUGTGSA-L,HWXBTNAVRSUOJR,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Mitochondrial citrate carrier deficiency,Combined D-2- and L-2-hydroxyglutaric aciduria,D2L2AD,unknown,,Autosomal Recessive,IEM0411,615182,SLC25A1,Mitochondrial tricarboxylate transporter,SLC25A1,,SLC25A1,,,15 - 20,Organic acids,Organic acids,L-2-Hydroxyglutaric acid,Cerebrospinal Fluid,0,HMDB00694,(S)-2-hydroxyglutarate,MNXM1364407,16782,HMDB0000694,,s2hglrt,HWXBTNAVRSUOJR-VKHMYHEASA-L,HWXBTNAVRSUOJR,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0.5,0,0,2.5
Mitochondrial citrate carrier deficiency,Combined D-2- and L-2-hydroxyglutaric aciduria,D2L2AD,unknown,,Autosomal Recessive,IEM0411,615182,SLC25A1,Mitochondrial tricarboxylate transporter,SLC25A1,,SLC25A1,,,15 - 20,Organic acids,Organic acids,L-2-Hydroxyglutaric acid,Plasma,0,HMDB00694,(S)-2-hydroxyglutarate,MNXM1364407,16782,HMDB0000694,,s2hglrt,HWXBTNAVRSUOJR-VKHMYHEASA-L,HWXBTNAVRSUOJR,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Mitochondrial citrate carrier deficiency,Combined D-2- and L-2-hydroxyglutaric aciduria,D2L2AD,unknown,,Autosomal Recessive,IEM0411,615182,SLC25A1,Mitochondrial tricarboxylate transporter,SLC25A1,,SLC25A1,,,15 - 20,Organic acids,Organic acids,L-2-Hydroxyglutaric acid,Urine,0,HMDB00694,(S)-2-hydroxyglutarate,MNXM1364407,16782,HMDB0000694,,s2hglrt,HWXBTNAVRSUOJR-VKHMYHEASA-L,HWXBTNAVRSUOJR,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Mitochondrial ATP-Mg-phosphate transporter deficiency,"Gorlin-Chaudhry-Moss syndrome, Fontaine syndrome",FPS,unknown,ORPHA,Autosomal Dominant,IEM0412,612289,SLC25A24,Calcium-binding carrier,SLC25A24,,SLC25A24,,,15 - 20,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
NADH dehydrogenase β subcomplex subunit 8 deficiency,"Mitochondrial complex I deficiency, nuclear type 32",MC1DN32,unknown,,Autosomal Recessive,IEM0428,602140,NDUFB8,NADH dehydrogenase β subcomplex subunit 8,NDUFB8,,NDUFB8,,,15 - 20,Enzyme testing,Enzyme testing,Complex I activity,FB,0,,,,,,,,,,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
NADH dehydrogenase β subcomplex subunit 8 deficiency,"Mitochondrial complex I deficiency, nuclear type 32",MC1DN32,unknown,,Autosomal Recessive,IEM0428,602140,NDUFB8,NADH dehydrogenase β subcomplex subunit 8,NDUFB8,,NDUFB8,,,15 - 20,Routine tests,Organic acids,Lactate,Plasma,0,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.5,1,1,4.5
NUBPL deficiency,"Mitochondrial complex I deficiency, nuclear type 21",MC1DN21,unknown,,Autosomal Recessive,IEM0444,618242,NUBPL,Nucleotide-binding protein-like protein,NUBPL,,NUBPL,,,15 - 20,Enzyme testing,Enzyme testing,Complex I activity,FB,0,,,,,,,,,,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NUBPL deficiency,"Mitochondrial complex I deficiency, nuclear type 21",MC1DN21,unknown,,Autosomal Recessive,IEM0444,618242,NUBPL,Nucleotide-binding protein-like protein,NUBPL,,NUBPL,,,15 - 20,Routine tests,Organic acids,Lactate,Plasma,0,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0.5,0,0,3.5
"Succinate dehydrogenase subunit B deficiency, tumoral phenotype",Paragangliomas 4,PGL4,unknown,ORPHA,Autosomal Dominant,IEM0449,185470,SDHB,Succinate dehydrogenase subunit B,SDHB,,SDHB,,,15 - 20,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Succinate dehydrogenase subunit B deficiency,"Mitochondrial complex II deficiency, nuclear type 4",MC2DN4,unknown,ORPHA,Autosomal Recessive,IEM0450,619224,SDHB,Succinate dehydrogenase subunit B,SDHB,,SDHB,,,15 - 20,Organic acids,Organic acids,2-Ketoglutarate,Urine,0,HMDB00208,2-oxoglutarate,MNXM1373425,16810,HMDB0000208,SLM:000389931,akg,KPGXRSRHYNQIFN-UHFFFAOYSA-L,KPGXRSRHYNQIFN,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0.5,1,1,4.5
Succinate dehydrogenase subunit B deficiency,"Mitochondrial complex II deficiency, nuclear type 4",MC2DN4,unknown,ORPHA,Autosomal Recessive,IEM0450,619224,SDHB,Succinate dehydrogenase subunit B,SDHB,,SDHB,,,15 - 20,Routine tests,Organic acids,Lactate,Plasma,0,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.5,1,1,4.5
"Succinate dehydrogenase subunit C deficiency, tumoral phenotype",Hereditary paraganglioma syndrome type 3,PGL3,unknown,ORPHA,Autosomal Dominant,IEM0451,605373,SDHC,Succinate dehydrogenase subunit C,SDHC,,SDHC,,,15 - 20,Specific tests,Specific tests,Catecholamines,Urine,0,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Succinate dehydrogenase subunit D deficiency,,,unknown,,Autosomal Recessive,IEM0452,252011,SDHD,Succinate dehydrogenase subunit D,SDHD,,SDHD,,,15 - 20,Enzyme testing,Enzyme testing,Succinate dehydrogenase,Plasma,0,,,,,,,,,,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
